CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,2.8,2.7,49
Bhubaneswar,2,2.5,5.8,842
Bhubaneswar,3,4.5,6.0,737
Bhubaneswar,4,3.3,4.9,353
Bhubaneswar,5,2.3,7.5,386
Cuttack,6,3.7,9.6,10
Cuttack,7,4.2,2.7,720
Cuttack,8,4.7,4.0,677
Cuttack,9,2.0,6.9,428
Cuttack,10,3.1,3.7,317
Kolkata,11,2.1,5.5,668
Kolkata,12,3.7,3.4,681
Kolkata,13,3.7,1.1,492
Kolkata,14,1.5,8.5,396
Kolkata,15,1.2,6.2,998
Visakhapatnam,16,1.8,8.7,315
Visakhapatnam,17,4.4,6.1,412
Visakhapatnam,18,4.8,5.5,572
Visakhapatnam,19,2.1,9.6,146
Visakhapatnam,20,2.7,6.1,709
