CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,1.6,1.9,998
Bhubaneswar,2,1.9,6.4,958
Bhubaneswar,3,2.0,3.3,298
Bhubaneswar,4,1.4,2.0,716
Bhubaneswar,5,3.3,2.0,581
Cuttack,6,3.2,6.4,671
Cuttack,7,3.7,9.9,828
Cuttack,8,4.0,7.1,199
Cuttack,9,4.4,8.9,189
Cuttack,10,2.9,5.3,458
Kolkata,11,4.5,5.8,512
Kolkata,12,1.1,8.1,726
Kolkata,13,1.4,5.8,290
Kolkata,14,4.6,2.0,427
Kolkata,15,4.7,4.8,976
Visakhapatnam,16,4.5,4.0,487
Visakhapatnam,17,1.6,9.2,156
Visakhapatnam,18,3.4,1.4,239
Visakhapatnam,19,1.8,7.0,691
Visakhapatnam,20,1.0,3.4,70
