CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,3.6,8.5,799
Bhubaneswar,2,1.5,9.2,555
Bhubaneswar,3,1.4,7.5,627
Bhubaneswar,4,3.5,4.9,57
Bhubaneswar,5,4.3,3.0,698
Cuttack,6,4.1,5.5,187
Cuttack,7,4.3,4.5,898
Cuttack,8,1.3,3.1,968
Cuttack,9,2.6,4.9,761
Cuttack,10,2.1,9.3,183
Kolkata,11,3.5,8.4,991
Kolkata,12,2.0,8.1,758
Kolkata,13,3.2,7.5,967
Kolkata,14,2.7,3.2,827
Kolkata,15,3.1,1.0,96
Visakhapatnam,16,3.9,1.8,518
Visakhapatnam,17,2.9,8.6,37
Visakhapatnam,18,3.7,5.8,87
Visakhapatnam,19,2.7,1.1,447
Visakhapatnam,20,4.7,3.9,728
