CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,3.8,3.7,703
Bhubaneswar,2,3.0,9.0,862
Bhubaneswar,3,3.8,7.7,208
Bhubaneswar,4,2.2,2.2,528
Bhubaneswar,5,4.3,6.3,579
Cuttack,6,2.9,7.4,769
Cuttack,7,1.3,5.5,111
Cuttack,8,2.2,4.8,97
Cuttack,9,4.1,6.0,853
Cuttack,10,4.3,1.9,154
Kolkata,11,4.2,2.6,583
Kolkata,12,4.2,5.9,323
Kolkata,13,2.6,8.4,169
Kolkata,14,1.0,9.6,97
Kolkata,15,1.9,6.3,267
Visakhapatnam,16,2.1,8.2,63
Visakhapatnam,17,3.0,9.1,228
Visakhapatnam,18,1.5,8.0,52
Visakhapatnam,19,4.7,7.1,587
Visakhapatnam,20,2.9,3.9,52
