CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,1.2,2.0,746
Bhubaneswar,2,4.4,8.5,362
Bhubaneswar,3,2.1,2.5,505
Bhubaneswar,4,1.2,4.3,754
Bhubaneswar,5,2.4,9.7,212
Cuttack,6,4.8,6.6,592
Cuttack,7,1.8,2.4,715
Cuttack,8,4.9,3.7,329
Cuttack,9,3.2,2.5,63
Cuttack,10,2.4,4.9,817
Kolkata,11,2.4,1.4,310
Kolkata,12,1.3,8.2,103
Kolkata,13,2.4,8.9,167
Kolkata,14,3.5,3.0,380
Kolkata,15,2.0,2.4,104
Visakhapatnam,16,2.6,5.5,404
Visakhapatnam,17,2.2,9.8,911
Visakhapatnam,18,3.1,6.0,730
Visakhapatnam,19,4.3,3.1,427
Visakhapatnam,20,3.9,9.8,799
