CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,3.1,3.8,500
Bhubaneswar,2,4.8,4.3,225
Bhubaneswar,3,2.8,4.8,902
Bhubaneswar,4,1.4,6.0,37
Bhubaneswar,5,3.4,1.5,679
Cuttack,6,2.2,1.1,570
Cuttack,7,1.0,7.0,758
Cuttack,8,1.8,5.3,121
Cuttack,9,3.9,1.9,217
Cuttack,10,1.8,8.4,314
Kolkata,11,4.1,5.9,294
Kolkata,12,1.6,6.8,589
Kolkata,13,4.2,7.3,793
Kolkata,14,2.8,5.5,912
Kolkata,15,2.6,9.1,397
Visakhapatnam,16,2.7,6.9,688
Visakhapatnam,17,4.5,3.9,930
Visakhapatnam,18,3.2,5.8,247
Visakhapatnam,19,1.3,2.8,463
Visakhapatnam,20,1.7,7.6,408
