CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,2.4,9.4,655
Bhubaneswar,2,4.0,6.5,781
Bhubaneswar,3,1.0,6.4,613
Bhubaneswar,4,3.8,6.5,676
Bhubaneswar,5,1.4,2.2,777
Cuttack,6,2.0,5.6,262
Cuttack,7,4.9,1.9,983
Cuttack,8,2.6,5.6,759
Cuttack,9,3.8,6.7,386
Cuttack,10,4.4,3.3,542
Kolkata,11,4.9,5.0,891
Kolkata,12,2.0,5.8,160
Kolkata,13,3.5,7.0,802
Kolkata,14,4.6,6.7,73
Kolkata,15,4.4,4.4,377
Visakhapatnam,16,4.5,6.5,392
Visakhapatnam,17,1.4,7.6,53
Visakhapatnam,18,3.8,6.3,489
Visakhapatnam,19,3.6,4.2,720
Visakhapatnam,20,2.6,4.6,272
