CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,4.2,3.9,495
Bhubaneswar,2,4.0,3.7,597
Bhubaneswar,3,4.6,5.0,387
Bhubaneswar,4,4.7,4.2,391
Bhubaneswar,5,3.8,5.9,889
Cuttack,6,2.2,6.6,564
Cuttack,7,3.7,6.4,513
Cuttack,8,2.2,4.8,270
Cuttack,9,3.3,1.4,808
Cuttack,10,4.3,5.2,115
Kolkata,11,1.1,7.3,90
Kolkata,12,3.4,6.3,755
Kolkata,13,4.3,9.7,585
Kolkata,14,3.4,6.1,860
Kolkata,15,3.8,9.5,336
Visakhapatnam,16,2.8,1.4,205
Visakhapatnam,17,3.4,6.0,582
Visakhapatnam,18,2.8,3.4,722
Visakhapatnam,19,2.6,4.5,512
Visakhapatnam,20,2.8,7.4,840
