CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,5.0,8.9,360
Bhubaneswar,2,4.3,6.0,509
Bhubaneswar,3,2.8,9.7,373
Bhubaneswar,4,4.4,5.9,34
Bhubaneswar,5,1.4,2.7,111
Cuttack,6,3.2,7.9,576
Cuttack,7,1.9,7.5,198
Cuttack,8,2.4,5.8,383
Cuttack,9,4.2,3.2,314
Cuttack,10,4.0,9.0,685
Kolkata,11,2.0,2.2,582
Kolkata,12,4.7,5.2,932
Kolkata,13,4.0,3.3,17
Kolkata,14,2.3,1.2,957
Kolkata,15,2.3,3.3,875
Visakhapatnam,16,4.4,2.4,51
Visakhapatnam,17,2.8,9.8,158
Visakhapatnam,18,1.5,6.5,782
Visakhapatnam,19,1.2,2.2,627
Visakhapatnam,20,1.0,2.9,380
