CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,2.0,5.0,992
Bhubaneswar,2,4.5,4.4,73
Bhubaneswar,3,4.8,5.0,16
Bhubaneswar,4,3.8,9.6,571
Bhubaneswar,5,1.2,5.0,224
Cuttack,6,4.8,3.1,738
Cuttack,7,4.3,6.8,882
Cuttack,8,2.2,5.1,490
Cuttack,9,4.7,1.1,202
Cuttack,10,1.7,5.3,586
Kolkata,11,4.6,2.8,46
Kolkata,12,4.2,9.1,960
Kolkata,13,2.5,9.5,399
Kolkata,14,2.6,5.8,286
Kolkata,15,4.0,3.9,908
Visakhapatnam,16,2.2,8.3,714
Visakhapatnam,17,4.8,3.3,180
Visakhapatnam,18,1.3,3.0,521
Visakhapatnam,19,4.2,9.5,504
Visakhapatnam,20,1.7,1.7,287
