CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,1.0,7.4,975
Bhubaneswar,2,3.5,4.7,705
Bhubaneswar,3,3.9,5.4,769
Bhubaneswar,4,4.5,8.4,758
Bhubaneswar,5,4.0,3.6,303
Cuttack,6,4.6,4.0,392
Cuttack,7,4.2,6.3,115
Cuttack,8,3.4,9.9,41
Cuttack,9,2.7,3.0,454
Cuttack,10,1.8,8.1,194
Kolkata,11,2.9,3.7,270
Kolkata,12,1.8,5.6,629
Kolkata,13,2.5,9.8,954
Kolkata,14,3.6,2.3,365
Kolkata,15,1.9,8.2,499
Visakhapatnam,16,3.1,5.5,17
Visakhapatnam,17,2.1,7.5,833
Visakhapatnam,18,3.3,3.5,979
Visakhapatnam,19,4.3,4.2,696
Visakhapatnam,20,1.8,3.4,958
