CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,3.2,5.0,939
Bhubaneswar,2,2.8,9.4,764
Bhubaneswar,3,2.5,3.8,180
Bhubaneswar,4,1.9,9.1,819
Bhubaneswar,5,3.1,9.6,574
Cuttack,6,1.8,7.6,166
Cuttack,7,2.6,3.3,469
Cuttack,8,3.2,1.9,920
Cuttack,9,3.4,4.9,264
Cuttack,10,1.9,5.2,482
Kolkata,11,2.1,3.8,825
Kolkata,12,4.7,8.1,135
Kolkata,13,2.7,4.1,917
Kolkata,14,1.7,7.9,327
Kolkata,15,2.4,7.8,18
Visakhapatnam,16,4.0,8.9,331
Visakhapatnam,17,3.2,2.8,496
Visakhapatnam,18,1.9,2.1,181
Visakhapatnam,19,1.7,5.7,921
Visakhapatnam,20,4.0,2.7,116
