CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,2.2,7.5,476
Bhubaneswar,2,4.5,1.5,321
Bhubaneswar,3,3.0,6.4,712
Bhubaneswar,4,4.6,6.8,238
Bhubaneswar,5,1.3,2.2,577
Cuttack,6,3.3,8.6,861
Cuttack,7,1.7,6.4,600
Cuttack,8,1.8,8.4,778
Cuttack,9,1.4,4.3,82
Cuttack,10,1.7,1.3,103
Kolkata,11,4.2,3.1,844
Kolkata,12,3.4,8.5,482
Kolkata,13,1.8,1.6,89
Kolkata,14,2.6,5.0,85
Kolkata,15,4.1,9.4,467
Visakhapatnam,16,3.0,9.0,408
Visakhapatnam,17,3.8,4.5,216
Visakhapatnam,18,3.1,3.5,883
Visakhapatnam,19,1.6,2.0,652
Visakhapatnam,20,4.5,9.9,174
