CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,2.3,1.7,92
Bhubaneswar,2,4.6,9.0,924
Bhubaneswar,3,2.2,9.3,693
Bhubaneswar,4,4.7,7.1,154
Bhubaneswar,5,3.6,4.1,340
Cuttack,6,4.4,1.5,380
Cuttack,7,1.0,7.7,336
Cuttack,8,2.8,4.7,442
Cuttack,9,3.1,4.0,849
Cuttack,10,2.1,2.9,191
Kolkata,11,3.7,7.5,990
Kolkata,12,4.2,5.0,192
Kolkata,13,1.0,8.7,162
Kolkata,14,1.8,4.7,705
Kolkata,15,1.4,9.6,269
Visakhapatnam,16,3.6,4.4,317
Visakhapatnam,17,1.9,5.7,713
Visakhapatnam,18,3.3,3.2,160
Visakhapatnam,19,3.3,2.5,221
Visakhapatnam,20,1.8,2.7,427
