CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,2.6,7.5,632
Bhubaneswar,2,2.9,9.7,352
Bhubaneswar,3,1.6,4.6,408
Bhubaneswar,4,3.8,2.1,104
Bhubaneswar,5,3.3,4.7,45
Cuttack,6,4.5,8.6,901
Cuttack,7,1.9,3.5,456
Cuttack,8,2.2,7.2,857
Cuttack,9,3.1,3.1,378
Cuttack,10,1.8,9.7,948
Kolkata,11,5.0,6.0,297
Kolkata,12,4.3,3.3,643
Kolkata,13,3.1,4.2,568
Kolkata,14,3.3,6.5,557
Kolkata,15,1.5,6.2,304
Visakhapatnam,16,4.5,8.7,752
Visakhapatnam,17,1.4,7.0,46
Visakhapatnam,18,3.5,7.7,511
Visakhapatnam,19,3.8,2.9,471
Visakhapatnam,20,2.9,3.4,353
