CITYNAME,PLACES_ID,RATINGS,TIME(HOURS),COST
Bhubaneswar,1,1.6,6.0,322
Bhubaneswar,2,2.2,7.4,866
Bhubaneswar,3,1.8,5.2,655
Bhubaneswar,4,2.0,7.2,885
Bhubaneswar,5,4.4,6.8,958
Cuttack,6,1.6,5.3,266
Cuttack,7,3.3,6.3,186
Cuttack,8,4.1,4.6,252
Cuttack,9,1.8,2.9,967
Cuttack,10,4.2,6.1,106
Kolkata,11,1.2,7.4,257
Kolkata,12,1.2,7.8,610
Kolkata,13,1.9,5.9,445
Kolkata,14,2.8,3.6,170
Kolkata,15,3.1,6.5,528
Visakhapatnam,16,3.5,2.4,961
Visakhapatnam,17,2.3,7.3,857
Visakhapatnam,18,4.4,7.3,240
Visakhapatnam,19,1.3,9.5,709
Visakhapatnam,20,2.3,5.5,92
