source,destination,average_rating,cost,time,no of places,path
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.083333333333333,310.0,13.34,6,Bhubaneswar Railway Station(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.085714285714285,435.0,15.65,7,Bhubaneswar Railway Station(Bhubaneswar) -> Ram mandir(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.083333333333333,323.0,13.399999999999997,6,Bhubaneswar Railway Station(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.085714285714285,448.0,15.709999999999997,7,Bhubaneswar Railway Station(Bhubaneswar) -> Ram mandir(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.114285714285715,460.0,15.219999999999999,7,Bhubaneswar Railway Station(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> ISKCON Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.114285714285715,460.0,15.219999999999999,7,Bhubaneswar Railway Station(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> ISKCON Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.083333333333333,350.0,13.39,6,Bhubaneswar Railway Station(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.085714285714286,480.0,15.879999999999999,7,Bhubaneswar Railway Station(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Ram mandir(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.085714285714286,480.0,15.879999999999999,7,Bhubaneswar Railway Station(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Ram mandir(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.083333333333333,355.0,13.399999999999999,6,Bhubaneswar Railway Station(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.083333333333333,360.0,13.43,6,Bhubaneswar Railway Station(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.114285714285715,495.0,15.27,7,Bhubaneswar Railway Station(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> ISKCON Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.083333333333333,363.0,13.449999999999998,6,Bhubaneswar Railway Station(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
Bhubaneswar Railway Station(Bhubaneswar),Dhauli Shanti Stupa(Bhubaneswar),4.083333333333333,365.0,13.439999999999998,6,Bhubaneswar Railway Station(Bhubaneswar) -> Mukteswara Temple(Bhubaneswar) -> Odisha State Museum(Bhubaneswar) -> Rajarani Temple(Bhubaneswar) -> Lingaraj Temple(Bhubaneswar) -> Dhauli Shanti Stupa(Bhubaneswar)
