source,destination,average_rating,cost,time,no of places,path
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.275,518.0,13.04,4,Visakhapatnam Railway Station(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.275,559.0,13.739999999999998,4,Visakhapatnam Railway Station(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.38,1129.0,21.99,5,Visakhapatnam Railway Station(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.38,1153.0,22.09,5,Visakhapatnam Railway Station(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.3999999999999995,424.0,10.47,3,Visakhapatnam Railway Station(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.38,1368.0,25.35,5,Visakhapatnam Railway Station(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.38,1433.0,26.150000000000002,5,Visakhapatnam Railway Station(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.38,1508.0,25.669999999999998,5,Visakhapatnam Railway Station(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.38,1549.0,26.37,5,Visakhapatnam Railway Station(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.5,1059.0,19.52,4,Visakhapatnam Railway Station(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.2,573.0,11.25,3,Visakhapatnam Railway Station(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.35,1143.0,19.5,4,Visakhapatnam Railway Station(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.5,1298.0,22.88,4,Visakhapatnam Railway Station(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> Ramakrishna Beach(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.35,325.0,7.68,2,Visakhapatnam Railway Station(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.35,1423.0,23.560000000000002,4,Visakhapatnam Railway Station(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> INS Kursurs Submarine Museum(Visakhapatnam) -> Borra Caves(Visakhapatnam)
Visakhapatnam Railway Station(Visakhapatnam),Borra Caves(Visakhapatnam),4.5,933.0,16.71,3,Visakhapatnam Railway Station(Visakhapatnam) -> Araku Valley(Visakhapatnam) -> Borra Caves(Visakhapatnam)

time taken: 23.235318660736084
